geneName	family
EOY32248	1070
EOY20110	1070
EOY09986	1070
EOY23896	1070
EOY25858	1070
EOX97295	1070
EOY25999	1070
EOY30590	1070
EOY33238	1070
EOY20783	1070
EOX92418	1071
EOY10574	1071
EOY02999	1071
EOY05690	1074
EOY11160	1074
EOX95926	1074
EOY10433	1074
EOY04650	1074
EOY12039	1074
EOY11151	1074
EOY22313	1077
EOX94222	1077
EOY13421	1077
EOX92949	1077
EOX92953	1077
EOY28019	1077
EOY14897	1077
EOY28020	1077
EOX94180	1077
EOY28037	1077
EOX91528	1077
EOX92831	1077
EOX92830	1077
EOY15911	1077
EOX97908	1077
EOY18822	1077
EOY30251	1077
EOX98923	1077
EOX98325	1077
EOY14378	1077
EOY27985	1077
EOX95504	1077
EOY14881	1077
EOX97347	1080
EOY16234	1080
EOY08709	1080
EOY17634	1081
EOY03852	1081
EOY15646	1081
EOY17631	1081
EOY03853	1081
EOY25947	1081
EOY17636	1081
EOX93851	1087
EOX99325	1087
EOX92984	1087
EOY22142	1087
EOY29052	1087
EOY03869	1087
EOY03607	1087
EOX94569	1087
EOY03194	1087
EOX96142	1087
EOX98877	1087
EOY12610	1087
EOY30259	1088
EOY29501	1088
EOY33136	1088
EOY18517	1088
EOY08128	1090
EOX90904	1090
EOX97859	1090
EOX99939	1090
EOY11918	1090
EOY06962	1105
EOY28146	1105
EOY10388	1105
EOY33055	1105
EOY17505	1105
EOY12909	1105
EOX90821	1105
EOY15335	1105
EOY33059	1105
EOY07790	1105
EOY31506	1105
EOY07792	1105
EOX98102	1105
EOX99546	1105
EOX90619	1105
EOY15332	1105
EOY18602	1105
EOY16692	1111
EOX97436	1111
EOY25690	1111
EOX98871	1111
EOX97435	1111
EOY12664	1112
EOY13042	1112
EOX99361	1112
EOY13048	1112
EOX98401	1112
EOX95023	1112
EOX99222	1112
EOX99583	1112
EOX98242	1112
EOY13045	1112
EOY13041	1112
EOY13043	1112
EOX91583	1112
EOX94871	1112
EOX95769	1112
EOY13522	1112
EOY13343	1112
EOY13039	1112
EOX99581	1112
EOY13515	1112
EOY33350	1118
EOY08412	1118
EOY04341	1120
EOY25209	1120
EOY29263	1120
EOY26071	1122
EOX96156	1122
EOY23019	1122
EOY28620	1123
EOY11548	1123
EOY30123	1123
EOY11549	1123
EOY23540	1123
EOY27392	1123
EOY27391	1123
EOY22914	1123
EOY19879	1123
EOX95427	1123
EOY06912	1123
EOY11546	1123
EOY22915	1123
EOX96263	1123
EOY06572	1123
EOY01050	1123
EOY30128	1123
EOY30124	1123
EOX92485	1123
EOX95139	1123
EOY30126	1123
EOY30121	1123
EOY30125	1123
EOX96262	1123
EOX99702	1124
EOY02878	1124
EOY24979	1125
EOY23457	1125
EOX95753	1125
EOY04438	1125
EOY20177	1125
EOY23964	1126
EOY30991	1126
EOY26522	1126
EOY16506	1134
EOX92579	1134
EOY16507	1134
EOY28054	1138
EOY28050	1138
EOY05885	1138
EOY28053	1138
EOY28048	1138
EOX96477	1138
EOX92869	1138
EOY28049	1138
EOY27574	1138
EOX92870	1138
EOY04924	1138
EOX94574	1138
EOY31739	1138
EOX96475	1138
EOY27573	1138
EOY32714	1138
EOY24224	1138
EOY02739	1140
EOY06108	1140
EOY10006	1140
EOX91981	1140
EOY17493	1140
EOY23059	1140
EOY25954	1140
EOY03523	1140
EOY00036	1141
EOY04097	1141
EOY21133	1141
EOY00043	1141
EOY11015	1145
EOX95650	1145
EOY11031	1145
EOY11025	1145
EOY11019	1145
EOY19908	1145
EOY11022	1145
EOY11026	1145
EOY03074	1145
EOY11030	1145
EOY11027	1145
EOY08475	1145
EOY11021	1145
EOY26895	1146
EOX90924	1146
EOY29768	1146
EOX96349	1146
EOY32311	1149
EOY22242	1149
EOY32310	1149
EOX97858	1150
EOX90902	1150
EOY02633	1153
EOY27945	1153
EOY34658	1153
EOY11489	1158
EOY34223	1158
EOY22070	1158
EOY14749	1158
EOY30174	1158
EOY24867	1158
EOY22696	1158
EOY20306	1163
EOY22753	1163
EOY26833	1164
EOY26836	1164
EOX98632	1166
EOY02349	1166
EOY20678	1166
EOY14311	1166
EOY29356	1166
EOY30834	1166
EOY06711	1166
EOY00383	1166
EOY27277	1166
EOY30238	1166
EOY29580	1166
EOX98631	1166
EOY29418	1173
EOY31126	1173
EOY29419	1173
EOY06602	1173
EOY11567	1173
EOY10011	1173
EOY25945	1173
EOY25837	1173
EOY11112	1175
EOY26948	1175
EOY24640	1175
EOY05771	1175
EOY30634	1175
EOY31463	1176
EOY11035	1176
EOY31030	1176
EOY12582	1181
EOY11012	1181
EOX99435	1181
EOY24170	1181
EOY11014	1181
EOY05894	1181
EOY12568	1181
EOY12421	1181
EOY11011	1181
EOY11010	1181
EOY05893	1181
EOX94589	1183
EOY33579	1183
EOY33576	1183
EOX96399	1184
EOY06886	1184
EOY02336	1184
EOY01472	1184
EOY01470	1184
EOX96392	1184
EOY04315	1185
EOY02188	1185
EOX98524	1188
EOY24063	1188
EOY31652	1188
EOY23394	1188
EOY08081	1188
EOY18967	1188
EOY05842	1188
EOY09027	1188
EOX98998	1188
EOY10675	1188
EOX94604	1188
EOX99879	1190
EOY30531	1190
EOX91465	1190
EOX98292	1190
EOY30533	1190
EOY04985	1190
EOY01364	1190
EOX99877	1190
EOX95512	1190
EOX91131	1191
EOY02085	1191
EOX91130	1191
EOY32099	1193
EOY15694	1193
EOY32276	1193
EOX99048	1195
EOY20939	1195
EOY33194	1195
EOY33389	1195
EOX97990	1199
EOY04734	1199
EOY28328	1199
EOY28324	1199
EOY28323	1199
EOY28325	1199
EOY28326	1199
EOY24191	1200
EOX99127	1200
EOY25432	1200
EOY05804	1203
EOX94809	1203
EOY28269	1203
EOY28292	1203
EOY12874	1203
EOY05559	1203
EOY05722	1205
EOY11167	1205
EOY05724	1205
EOX96979	1207
EOX92752	1207
EOY10041	1207
EOY31112	1208
EOY29473	1208
EOY16644	1209
EOY01052	1209
EOY25007	1209
EOY24858	1209
EOY08664	1209
EOY22918	1209
EOY17155	1209
EOX90873	1209
EOY12246	1209
EOY22916	1209
EOX95140	1209
EOY15000	1209
EOX99137	1209
EOY30059	1209
EOX93317	1209
EOY23877	1209
EOX97862	1209
EOY26396	1210
EOY32660	1210
EOY08204	1213
EOY14887	1213
EOY29430	1213
EOX93912	1213
EOY08203	1213
EOY14889	1213
EOY05387	1213
EOY12419	1213
EOX97909	1213
EOY31203	1213
EOY15484	1218
EOX98651	1218
EOY26355	1218
EOY08173	1228
EOY02419	1228
EOY24843	1228
EOY12802	1228
EOY02873	1229
EOX92328	1229
EOY22580	1229
EOY16797	1229
EOY08657	1229
EOY08682	1229
EOX99560	1229
EOX96729	1231
EOY20503	1231
EOY19752	1231
EOY20384	1231
EOY12511	1231
EOY12509	1231
EOX95946	1233
EOY24766	1233
EOY04904	1233
EOY11543	1235
EOY32961	1235
EOX95134	1235
EOX99386	1235
EOY28311	1235
EOX90964	1235
EOY06567	1235
EOY32972	1235
EOX99389	1235
EOY28312	1235
EOX91614	1236
EOX97069	1236
EOX97432	1237
EOX96669	1237
EOY23776	1237
EOY02857	1237
EOY09495	1237
EOY32499	1237
EOY30221	1237
EOY34052	1237
EOY18157	1237
EOY07537	1237
EOX92412	1237
EOY00730	1237
EOX95326	1245
EOX95324	1245
EOY10838	1245
EOY06775	1245
EOX95325	1245
EOY24042	1247
EOX95651	1247
EOX94798	1247
EOY33299	1247
EOY33303	1247
EOY02102	1247
EOY23938	1247
EOY02103	1247
EOY08482	1247
EOY33297	1247
EOY33298	1247
EOY21005	1247
EOY24890	1247
EOY33399	1249
EOY12508	1249
EOY04377	1253
EOY15869	1253
EOY18978	1253
EOY18974	1253
EOY18979	1253
EOX90623	1253
EOY18971	1253
EOY18976	1253
EOY18983	1253
EOY18969	1253
EOX90586	1253
EOY04040	1253
EOY00902	1253
EOY18495	1255
EOY34254	1255
EOY07050	1262
EOY18190	1262
EOY24656	1262
EOY07051	1262
EOX92094	1263
EOY16000	1263
EOX99687	1266
EOY00203	1266
EOY07020	1267
EOX94826	1267
EOY24706	1267
EOY24705	1267
EOY32061	1268
EOY20613	1268
EOY26357	1268
EOY05874	1268
EOY27710	1268
EOX95020	1270
EOY06794	1270
EOY16244	1272
EOY03535	1272
EOX97332	1272
EOY01836	1272
EOY30871	1273
EOX96368	1273
EOX99080	1273
EOY24303	1273
EOY03197	1273
EOY29335	1273
EOX93188	1273
EOY02006	1274
EOY02022	1274
EOY01992	1274
EOY01120	1274
EOY01952	1274
EOY01990	1274
EOY02020	1274
EOY02024	1274
EOY02002	1274
EOY01991	1274
EOY01954	1274
EOY13500	1274
EOY01955	1274
EOY01530	1274
EOY02005	1274
EOY01122	1274
EOY23445	1277
EOY15910	1277
EOY16232	1277
EOX94467	1277
EOY05189	1277
EOY06028	1277
EOY06032	1277
EOY20197	1277
EOY04657	1278
EOY16617	1278
EOY03007	1278
EOY32778	1278
EOY04661	1278
EOY14362	1281
EOX98350	1281
EOY25716	1281
EOY01692	1283
EOY22480	1283
EOY22479	1283
EOY01695	1283
EOY01755	1283
EOY27516	1285
EOY34543	1285
EOY01526	1285
EOX93287	1285
EOY14264	1285
EOX93206	1285
EOX93204	1285
EOY29904	1285
EOY16677	1287
EOX97430	1287
EOX98655	1287
EOY07333	1287
EOY20074	1295
EOY20076	1295
EOY20085	1295
EOY20077	1295
EOY20083	1295
EOY20088	1295
EOY20084	1295
EOY05544	1298
EOY05545	1298
EOY28518	1301
EOY12591	1301
EOY24798	1301
EOY12648	1301
EOY13945	1301
EOY08702	1301
EOY13223	1301
EOY24797	1301
EOY12647	1301
EOY12592	1301
EOY12640	1301
EOY18953	1301
EOY14243	1301
EOY33415	1301
EOY20388	1301
EOY14244	1301
EOY13935	1301
EOY12645	1301
EOY12646	1301
EOY12837	1301
EOX92383	1301
EOX99198	1301
EOY12642	1301
EOY20530	1301
EOY28517	1301
EOY12590	1301
EOY13944	1301
EOY28527	1301
EOY12639	1301
EOY28521	1301
EOY06153	1303
EOY10880	1303
EOX94353	1303
EOY02403	1305
EOY20711	1305
EOY00479	1305
EOY20710	1305
EOX94345	1309
EOY01381	1309
EOY04407	1309
EOY22799	1309
EOY26960	1309
EOY30597	1309
EOY27540	1311
EOY27529	1311
EOY23175	1313
EOX96013	1313
EOX97528	1314
EOY30171	1314
EOY14979	1314
EOX97523	1314
EOX97527	1314
EOX97526	1314
EOX97518	1314
EOX97520	1314
EOY07904	1314
EOY07899	1314
EOY07905	1314
EOY07900	1314
EOY07901	1314
EOY07894	1314
EOX97790	1314
EOY04838	1314
EOX97794	1314
EOX97815	1314
EOX97821	1314
EOX97807	1314
EOY27351	1314
EOX97806	1314
EOX97819	1314
EOX97802	1314
EOX90879	1314
EOY14990	1314
EOY32400	1314
EOX97816	1314
EOX97811	1314
EOX97812	1314
EOX97808	1314
EOX97818	1314
EOX97820	1314
EOX97826	1314
EOX97801	1314
EOX97817	1314
EOX92812	1314
EOX97805	1314
EOX97795	1314
EOX97800	1314
EOY19334	1314
EOY04818	1314
EOY29145	1314
EOY04815	1314
EOX97804	1314
EOY07865	1314
EOX97517	1314
EOY26271	1314
EOY34460	1314
EOY27449	1314
EOX97827	1314
EOY07903	1314
EOY34459	1314
EOY07909	1314
EOX95619	1314
EOY27450	1314
EOY13989	1314
EOY27353	1314
EOY18685	1314
EOY23675	1314
EOX99720	1314
EOY13787	1314
EOY08292	1314
EOY26270	1314
EOX97793	1314
EOY30168	1314
EOY22561	1314
EOY22674	1316
EOY04651	1316
EOX96043	1316
EOX96033	1316
EOX96036	1316
EOX96039	1316
EOX96038	1316
EOX96035	1316
EOX96041	1316
EOX96037	1316
EOY23210	1317
EOY23212	1317
EOY11787	1317
EOY25403	1317
EOY07532	1317
EOY25401	1317
EOX95484	1317
EOY05178	1318
EOY28958	1318
EOY03612	1318
EOY34283	1318
EOY32573	1318
EOY19495	1318
EOX98949	1318
EOY25901	1318
EOY15867	1318
EOX96877	1318
EOY25902	1318
EOY29441	1318
EOY06278	1318
EOX93195	1318
EOY21471	1318
EOX93191	1318
EOY02643	1318
EOY25904	1318
EOY33159	1318
EOY06654	1318
EOX98950	1318
EOY02034	1319
EOY32773	1319
EOY18603	1319
EOY23441	1319
EOY29694	1319
EOY14393	1319
EOY22590	1319
EOX95790	1319
EOY17201	1319
EOY21762	1319
EOX90794	1319
EOY24786	1319
EOX97674	1319
EOY10508	1319
EOX91507	1319
EOY18181	1319
EOY34718	1319
EOY17202	1319
EOY24928	1319
EOY11849	1319
EOY15497	1319
EOY20656	1319
EOX95922	1319
EOX98562	1319
EOX91179	1319
EOY13247	1319
EOY24696	1321
EOY15594	1321
EOX91809	1321
EOY10580	1321
EOY32285	1321
EOY25532	1321
EOY07325	1321
EOY15034	1321
EOY03427	1321
EOY33858	1321
EOY21300	1321
EOY23201	1321
EOX98520	1321
EOY32988	1321
EOY32987	1321
EOX95784	1321
EOY08743	1321
EOY24725	1321
EOY26080	1323
EOX98507	1323
EOY05890	1323
EOY01687	1323
EOX94567	1323
EOY26082	1323
EOY26083	1323
EOX98111	1323
EOX97987	1325
EOY14797	1325
EOY25510	1325
EOY25283	1325
EOY25285	1325
EOX97986	1325
EOY02147	1325
EOX91047	1325
EOY20932	1325
EOX97304	1325
EOX97775	1326
EOY05368	1326
EOX96383	1326
EOY02978	1326
EOY09158	1326
EOY16578	1326
EOY09157	1326
EOY17275	1327
EOX90784	1327
EOY09733	1327
EOY14146	1327
EOY27080	1327
EOX97644	1327
EOY28426	1330
EOY15385	1330
EOX94947	1330
EOY17901	1330
EOY02910	1330
EOY28427	1330
EOY28299	1333
EOX99393	1333
EOX97252	1343
EOX97256	1343
EOY31755	1343
EOX91243	1343
EOY29224	1343
EOY31756	1343
EOX97253	1343
EOY13179	1344
EOY18827	1344
EOY12488	1345
EOY28633	1345
EOY02453	1345
EOY01723	1345
EOY28161	1345
EOY10347	1345
EOY20742	1345
EOY28635	1345
EOY21870	1347
EOY33149	1347
EOY14793	1348
EOX94943	1348
EOY13317	1348
EOX91057	1348
EOY16725	1348
EOY06398	1348
EOX97416	1348
EOY11711	1349
EOX94777	1349
EOY08524	1350
EOY19468	1350
EOY33222	1350
EOY23850	1350
EOY33995	1355
EOY07499	1355
EOY33997	1355
EOY33998	1355
EOY18043	1355
EOY34000	1355
EOY34003	1355
EOY05138	1358
EOY25863	1358
EOY03844	1358
EOY03846	1358
EOY10030	1358
EOY25754	1358
EOY03843	1358
EOY25752	1358
EOY25759	1358
EOY21138	1358
EOY20434	1358
EOY10035	1358
EOY25857	1358
EOY10039	1358
EOY25760	1358
EOY25762	1358
EOY00262	1358
EOY27997	1360
EOX92850	1360
EOY13260	1360
EOX94434	1360
EOY29410	1363
EOX96565	1363
EOY31291	1363
EOY04418	1365
EOX91028	1365
EOY14814	1365
EOX99434	1365
EOY28877	1365
EOX95499	1365
EOY03891	1369
EOY22216	1369
EOY31724	1369
EOY29267	1369
EOY28335	1374
EOY28337	1374
EOX94746	1374
EOY28338	1374
EOY14266	1374
EOY15189	1379
EOY07316	1379
EOY33838	1379
EOY09602	1381
EOY00801	1381
EOY10108	1384
EOY15965	1384
EOX98745	1384
EOY15966	1384
EOY22933	1384
EOY15968	1384
EOY15967	1384
EOX98897	1384
EOX95171	1384
EOY27564	1384
EOY05573	1388
EOY02111	1388
EOX92281	1388
EOY25895	1389
EOY29447	1389
EOY06685	1396
EOX94086	1396
EOY25222	1396
EOX97249	1396
EOY33145	1396
EOX93899	1396
EOY31802	1396
EOY07942	1396
EOY31803	1396
EOX92998	1396
EOY31790	1396
EOX92997	1396
EOY27842	1396
EOY28613	1396
EOX91796	1396
EOY31798	1396
EOY22492	1396
EOY27841	1396
EOY01305	1396
EOY05106	1396
EOY31792	1396
EOY31795	1396
EOY06383	1396
EOY31791	1396
EOX93900	1396
EOY33151	1396
EOX99216	1396
EOY34484	1396
EOY03019	1396
EOY31793	1396
EOY30717	1396
EOY31784	1396
EOY16913	1396
EOX92162	1397
EOY28007	1397
EOY13248	1397
EOY16070	1397
EOY12291	1399
EOY28756	1399
EOY03394	1399
EOY02038	1399
EOX93243	1399
EOX95465	1399
EOX97400	1399
EOY21754	1399
EOY31868	1400
EOX94136	1400
EOY14313	1400
EOX99913	1400
EOY03181	1400
EOY08676	1400
EOY11703	1408
EOY33513	1408
EOY19072	1408
EOY17242	1408
EOY15028	1408
EOX97772	1408
EOY06815	1408
EOY01009	1410
EOY01017	1410
EOY01002	1410
EOY01005	1410
EOY01015	1410
EOY01012	1410
EOY01011	1410
EOY01020	1410
EOY00435	1410
EOY01019	1410
EOX99430	1410
EOY00998	1410
EOY06614	1410
EOY06613	1410
EOY00073	1410
EOX95174	1410
EOY09985	1410
EOY19740	1410
EOY20427	1410
EOY06616	1410
EOY09989	1410
EOY06619	1410
EOY06627	1410
EOY06629	1410
EOY20426	1410
EOY06623	1410
EOY06618	1410
EOY06612	1410
EOY06624	1410
EOY06621	1410
EOY00072	1410
EOY29872	1411
EOY20768	1411
EOY27064	1411
EOY18265	1413
EOY18185	1413
EOY18257	1413
EOY07619	1413
EOY18274	1413
EOY18275	1413
EOY18188	1413
EOY18273	1413
EOY18291	1413
EOY18187	1413
EOY18186	1413
EOY18256	1413
EOY18261	1413
EOY18267	1413
EOY07620	1413
EOY26646	1417
EOY31369	1417
EOX92709	1418
EOX98597	1418
EOY04666	1419
EOX91597	1419
EOY10227	1419
EOX93323	1424
EOX98498	1424
EOY20628	1424
EOX91928	1424
EOY27969	1424
EOY00370	1424
EOY33153	1424
EOY33555	1424
EOY14597	1424
EOY04029	1424
EOY18427	1428
EOY27447	1428
EOY07571	1428
EOY34102	1428
EOY31835	1428
EOY34196	1428
EOY18195	1428
EOY24662	1430
EOY09011	1430
EOY13588	1430
EOY09002	1430
EOY04832	1431
EOY01500	1431
EOY01496	1431
EOX90700	1431
EOY33230	1431
EOY22230	1431
EOY22231	1431
EOX90699	1431
EOY30236	1431
EOY09013	1431
EOY01478	1431
EOY01499	1431
EOX95181	1432
EOY21095	1432
EOY00075	1432
EOY06634	1432
EOX99369	1432
EOY30437	1436
EOY29913	1436
EOY30430	1436
EOY17482	1437
EOY10617	1437
EOY01128	1438
EOY01126	1438
EOY06620	1438
EOY06625	1438
EOY27322	1439
EOY13707	1439
EOY27673	1439
EOY27323	1439
EOY15106	1441
EOY34015	1441
EOY07514	1441
EOY24577	1441
EOX97509	1441
EOX95494	1441
EOY03226	1441
EOX95495	1441
EOY20506	1441
EOX96333	1441
EOY21893	1441
EOX96334	1441
EOX98934	1441
EOY18035	1441
EOX99394	1441
EOY24093	1441
EOY01741	1441
EOY34695	1441
EOY03633	1441
EOY24192	1441
EOY24195	1441
EOY14254	1441
EOY07988	1441
EOY12936	1441
EOY10714	1441
EOY20129	1441
EOY22823	1441
EOY22951	1442
EOY03375	1442
EOY21721	1442
EOY02055	1442
EOX96521	1447
EOX96518	1447
EOX96529	1447
EOX96531	1447
EOY28186	1447
EOY17685	1448
EOY07095	1448
EOY34587	1448
EOX90997	1449
EOX90871	1449
EOY31686	1449
EOY03331	1449
EOX91003	1449
EOY31903	1449
EOX92543	1449
EOX97969	1449
EOY03336	1449
EOX95631	1449
EOY21662	1449
EOX91006	1449
EOX90981	1449
EOY23657	1449
EOY14828	1449
EOY03340	1449
EOX97967	1449
EOX97966	1449
EOX90999	1449
EOX90983	1449
EOX91005	1449
EOY26310	1449
EOX90872	1449
EOY00872	1449
EOY00871	1449
EOX97970	1449
EOY30054	1451
EOY27185	1451
EOY10995	1451
EOY05479	1451
EOX94249	1451
EOX94525	1451
EOY30343	1451
EOY13185	1453
EOY33340	1453
EOY20487	1453
EOX97656	1456
EOY17529	1456
EOY27107	1456
EOY30457	1456
EOY11287	1457
EOX94865	1457
EOY18701	1458
EOY18700	1458
EOY18695	1458
EOY18694	1458
EOX94537	1458
EOY18696	1458
EOY18692	1458
EOY18697	1458
EOY18296	1462
EOY07921	1462
EOY12565	1462
EOY06934	1462
EOY25142	1462
EOY03423	1462
EOY27336	1462
EOY03299	1462
EOY30662	1462
EOX95443	1462
EOX98994	1462
EOY27833	1462
EOX95444	1462
EOY15076	1462
EOY32058	1462
EOY00713	1462
EOY00378	1465
EOY18768	1465
EOY17719	1465
EOY04489	1465
EOY00936	1465
EOY34066	1465
EOY15258	1465
EOY20679	1465
EOX97454	1465
EOY27921	1465
EOY01185	1469
EOY04293	1469
EOX97973	1469
EOY04296	1469
EOY02171	1471
EOY04286	1471
EOY18990	1474
EOY07447	1474
EOY22981	1474
EOY08094	1474
EOY05968	1474
EOX93217	1476
EOY28609	1476
EOY07796	1476
EOY32543	1476
EOY12558	1476
EOY06100	1476
EOY12560	1476
EOY21778	1478
EOY20329	1478
EOY03399	1478
EOY21307	1478
EOY21771	1478
EOX90655	1480
EOY15297	1480
EOY03733	1481
EOY19482	1481
EOY03746	1481
EOY03745	1481
EOY03737	1481
EOY03729	1481
EOY03736	1481
EOY03738	1481
EOY03752	1481
EOY23791	1483
EOY03680	1483
EOY22838	1484
EOX92147	1484
EOX96201	1487
EOY24512	1487
EOY20973	1487
EOY22961	1487
EOY19375	1489
EOY06128	1489
EOY32291	1490
EOX97502	1490
EOY14999	1490
EOX96672	1490
EOY07843	1490
EOY08433	1490
EOY15206	1490
EOY34397	1490
EOY29938	1490
EOY08714	1491
EOY08737	1491
EOY01803	1494
EOY01805	1494
EOY01720	1494
EOY01797	1494
EOY33949	1498
EOX94522	1498
EOY07445	1498
EOY05962	1498
EOY20431	1505
EOY11374	1505
EOY11378	1505
EOY11380	1505
EOY31850	1507
EOX98415	1507
EOY26455	1510
EOY21438	1510
EOY26539	1510
EOY20277	1510
EOY13933	1510
EOX99580	1510
EOY00124	1510
EOY21586	1510
EOY21601	1510
EOY08849	1510
EOY31738	1510
EOY01293	1514
EOY21465	1514
EOY01295	1514
EOY01290	1514
EOY21480	1514
EOY00473	1516
EOX99501	1516
EOY28174	1516
EOY13277	1519
EOY02812	1519
EOY03196	1519
EOY13452	1519
EOY31746	1519
EOY31697	1519
EOX93752	1519
EOY03968	1519
EOX98015	1522
EOY05846	1522
EOY05851	1522
EOY05849	1522
EOY00188	1522
EOY18389	1522
EOY05852	1522
EOY30945	1522
EOY18390	1522
EOX95607	1522
EOY05848	1522
EOY34166	1522
EOY18345	1522
EOY05845	1522
EOY14775	1522
EOY30095	1522
EOY31420	1522
EOY23008	1522
EOY30111	1527
EOX98938	1527
EOX96191	1527
EOX91174	1530
EOY13391	1530
EOY27911	1530
EOY14691	1530
EOY27183	1531
EOY29977	1531
EOY29978	1531
EOY21988	1534
EOY29422	1534
EOY01761	1534
EOY31232	1534
EOY33050	1535
EOY28148	1535
EOY23867	1535
EOY22909	1535
EOY24430	1535
EOY17209	1535
EOX95598	1535
EOX93111	1535
EOY13743	1535
EOY13745	1535
EOX90707	1535
EOY27482	1535
EOY28334	1535
EOY12852	1535
EOY01869	1535
EOY16357	1535
EOY19688	1535
EOY14338	1535
EOX92686	1535
EOY16954	1535
EOY07798	1535
EOY21849	1543
EOY10435	1543
EOX99881	1543
EOX96909	1543
EOY10084	1543
EOY17460	1543
EOX97205	1546
EOY26854	1546
EOY17600	1546
EOY29730	1546
EOY22307	1546
EOY14648	1546
EOY20601	1546
EOX91262	1546
EOY00711	1546
EOY26674	1548
EOY26673	1548
EOY09613	1548
EOY01706	1548
EOY13336	1550
EOX99106	1550
EOY19390	1552
EOX96210	1552
EOY27796	1553
EOY27758	1553
EOY01626	1555
EOY16266	1555
EOY22140	1555
EOY06221	1555
EOY08174	1558
EOY33503	1558
EOY04181	1558
EOY33500	1558
EOY25496	1561
EOY26899	1561
EOY34369	1561
EOY29771	1561
EOX95637	1563
EOY11088	1563
EOY09205	1563
EOX91675	1563
EOY07650	1563
EOY15736	1563
EOX94624	1563
EOY05827	1563
EOY11090	1563
EOY26434	1563
EOY17561	1563
EOY05828	1563
EOY32114	1563
EOY11091	1563
EOY34194	1563
EOY15691	1563
EOY22047	1565
EOY31717	1565
EOY00138	1565
EOY00158	1565
EOY32334	1565
EOY00848	1565
EOY16833	1565
EOY33252	1567
EOY13534	1567
EOY27309	1567
EOY27314	1567
EOX97505	1567
EOY13535	1567
EOY25670	1567
EOY25249	1567
EOY27288	1567
EOX97508	1567
EOY25302	1567
EOY27245	1567
EOY27284	1567
EOX93491	1567
EOX97507	1567
EOY15446	1570
EOY01576	1570
EOY22171	1570
EOY01839	1570
EOY24315	1570
EOX92514	1570
EOY17260	1570
EOY00984	1570
EOY01577	1570
EOY03820	1570
EOY15933	1570
EOY17929	1570
EOY07321	1570
EOY05240	1570
EOY00671	1570
EOY22430	1570
EOX91948	1570
EOX96755	1570
EOY27967	1570
EOY15225	1570
EOY01572	1570
EOY28797	1570
EOY01575	1570
EOX97481	1570
EOY01574	1570
EOY16209	1570
EOY26484	1570
EOY02897	1572
EOY11183	1572
EOY02892	1572
EOY02896	1572
EOY17116	1573
EOY26809	1573
EOY03489	1573
EOY25713	1573
EOY16636	1573
EOY05030	1573
EOY04903	1573
EOY25977	1573
EOY28882	1574
EOY05046	1574
EOX93382	1574
EOY14347	1575
EOY12492	1575
EOY12494	1575
EOY02804	1575
EOY12495	1575
EOY12922	1575
EOY26088	1575
EOY12603	1575
EOY12921	1575
EOY12935	1575
EOX91642	1577
EOX98450	1577
EOY15752	1577
EOY18193	1585
EOY34099	1585
EOX95086	1585
EOY06546	1585
EOY07632	1585
EOY16581	1586
EOX93612	1586
EOY03524	1586
EOY19576	1586
EOY22851	1587
EOY24330	1587
EOY29371	1588
EOX91582	1588
EOX98396	1588
EOY19580	1588
EOY15802	1588
EOY26013	1588
EOY17384	1590
EOY13967	1590
EOY14974	1590
EOY06070	1592
EOX94394	1592
EOY10903	1592
EOY30402	1592
EOY30713	1592
EOY29725	1592
EOY27155	1592
EOY11209	1593
EOY05425	1593
EOY19862	1594
EOY32984	1594
EOY26438	1594
EOY33452	1595
EOY30365	1595
EOY19221	1595
EOY24425	1604
EOY31098	1604
EOY33226	1604
EOX96270	1604
EOY13320	1604
EOY10560	1606
EOY24702	1606
EOY21725	1606
EOY17309	1606
EOX96751	1606
EOY04879	1606
EOY10451	1606
EOY09443	1606
EOX96002	1606
EOX96730	1606
EOY09438	1606
EOY32521	1606
EOY04476	1608
EOX97043	1608
EOY01376	1608
EOY28178	1608
EOX94138	1608
EOY27885	1608
EOX97045	1608
EOX97044	1608
EOY05047	1608
EOY33703	1609
EOY17761	1609
EOY09323	1609
EOX96688	1609
EOY32671	1609
EOY21122	1610
EOX93502	1610
EOY32647	1612
EOY32650	1612
EOY09352	1612
EOX92393	1613
EOY16707	1613
EOY16712	1613
EOY24519	1615
EOY14488	1615
EOY14482	1615
EOY14490	1615
EOY14480	1615
EOY14486	1615
EOY14484	1615
EOY14491	1615
EOY14493	1615
EOY14481	1615
EOY09702	1615
EOY27269	1615
EOY14494	1615
EOY02751	1615
EOY27271	1615
EOY14485	1615
EOY14492	1615
EOY02747	1615
EOY14487	1615
EOY14508	1615
EOY02742	1615
EOY01938	1616
EOY03448	1616
EOY21835	1616
EOY08521	1617
EOY33253	1617
EOY33255	1617
EOY33843	1618
EOY14675	1618
EOY03237	1618
EOX95195	1618
EOX91193	1618
EOY00296	1618
EOY06293	1618
EOX94855	1618
EOY11076	1619
EOX94593	1619
EOY33190	1621
EOY32637	1621
EOY33192	1621
EOY33195	1621
EOY33196	1621
EOY03847	1622
EOY01553	1622
EOY31496	1622
EOY16843	1625
EOY16840	1625
EOY16838	1625
EOY20861	1625
EOY00575	1625
EOY27374	1626
EOX97245	1626
EOY13762	1626
EOX97244	1626
EOY21132	1626
EOX91804	1626
EOY32708	1626
EOX90931	1626
EOX98675	1626
